milk and sugar drive,101.533997,103.231003
and,102.113998,102.202003
all week,103.746002,104.388000
week,104.157997,104.388000
weak,104.157997,104.388000
everyone,105.780998,106.210999
breakfast,106.431000,107.099998
dinner,107.190002,107.712997
tea,108.128998,108.436996
a week or two,109.763000,110.425003
after a week or two,109.464996,110.425003
after a week,109.464996,110.014000
after,109.464996,109.685997
i notice,111.163002,111.668999
i noticed,111.163002,111.728996
milk bottle,112.094002,112.679001
the milk bottle,111.943001,112.679001
was getting,112.772003,113.158997
back onto the table,113.186996,114.394997
onto the table,113.494003,114.394997
want with the table,113.494003,114.394997
*no*,114.285004,115.055000
sugar bowl,117.348999,117.876999
bowl,117.611000,117.912003
boring old spoon,118.212997,119.214996
old spoon,118.657997,119.214996
boring old,118.199997,118.750999
boring,118.199997,118.544998
onto the table,120.419998,121.382004
onto,120.419998,120.664001
onto the,120.419998,120.739998
you see,122.959999,123.686996
someone,124.199997,124.889999
some,124.199997,124.654999
had to fill,125.010002,125.830002
fill,125.441002,125.830002
phil,125.441002,125.830002
two jugs,126.219002,126.849998
two,126.219002,126.426003
too,126.219002,126.426003
jugs,126.514000,126.863998
so i said,126.830002,127.252998
i said,127.057999,127.252998
said,127.150002,127.252998
*i'll do it*,127.328003,127.973999
i'll do it,127.527000,127.973999
hey yeah,129.259995,129.899994
if you want,130.906006,131.281006
okay yeah,131.470001,132.380005
put,136.035004,136.177994
put them,136.035004,136.253998
the table,136.591003,137.123001
table,136.740005,137.123001
the only trouble was,137.210007,138.250000
by then,140.242004,140.796997
then,140.460007,140.796997
by,140.255005,140.345001
bye,140.255005,140.345001
buy,140.255005,140.345001
they didn't need me,141.130005,142.214996
didn't,141.479004,141.636002
did,141.479004,141.576996
need,141.742004,141.934006
knee,141.742004,141.934006
me,142.035995,142.289993
drive,142.949997,143.399002
for them,144.639999,145.102997
for,144.639999,144.889999
fall,144.639999,144.889999
rain,145.893005,146.300003
reign,145.893005,146.300003
my reign,145.595993,146.328995
anus,146.031006,146.492004
was over,148.429993,149.158997
over,148.850006,149.158997
was,148.576004,148.712997
beaten,149.990997,150.332993
beat,149.990997,150.188004
by the bottle,150.494995,151.261002
bottle,150.804993,151.326996
and the,151.740005,151.998001
kitchen cupboard,157.080002,157.949997
kitchen,157.080002,157.423996
cupboard,157.520004,158.003998
went up on top of the,155.998993,156.949005
went up,155.998993,156.397003
up on top of the,156.296997,156.990997
on top of the,156.479996,156.990997
top of the,156.632004,156.990997
jars without lids,158.983994,160.332993
jars,158.942001,159.279999
jar,158.942001,159.197998
without,159.412994,159.707993
without lids,159.417999,160.384003
lids,159.828003,160.384003
we left them there,161.112000,161.959000
we left them,161.112000,161.645004
left,161.270996,161.522995
when we moved from that house,162.041000,163.391006
when we moved,162.041000,162.653000
moved,162.337997,162.653000
that house,162.884995,163.544006
that,162.884995,163.009995
house,163.112000,163.598999
fu,52.217999,52.334000
